case_id,text,variable_code,question
210297,majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
210303,house of representatives,V242120,POST: Office Recall: Senate Majority Leader Schumer
210363,i do not know,V242120,POST: Office Recall: Senate Majority Leader Schumer
210387,Governor?,V242120,POST: Office Recall: Senate Majority Leader Schumer
210405,No idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
210423,NULL,V242120,POST: Office Recall: Senate Majority Leader Schumer
210440,i dont follow politics or politicians,V242120,POST: Office Recall: Senate Majority Leader Schumer
210458,Unknown,V242120,POST: Office Recall: Senate Majority Leader Schumer
210476,Liberal,V242120,POST: Office Recall: Senate Majority Leader Schumer
210526,speaker,V242120,POST: Office Recall: Senate Majority Leader Schumer
210544,"I don't know, though I have heard the name before. I think he is GOP. Judicial system?",V242120,POST: Office Recall: Senate Majority Leader Schumer
210562,Republican,V242120,POST: Office Recall: Senate Majority Leader Schumer
210602,NO IDEA,V242120,POST: Office Recall: Senate Majority Leader Schumer
210608,do not know,V242120,POST: Office Recall: Senate Majority Leader Schumer
210614,No clue,V242120,POST: Office Recall: Senate Majority Leader Schumer
210620,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
210638,serves as majority senate of the united states,V242120,POST: Office Recall: Senate Majority Leader Schumer
210650,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
210662,Unknown,V242120,POST: Office Recall: Senate Majority Leader Schumer
210698,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
210704,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
210734,Unknown,V242120,POST: Office Recall: Senate Majority Leader Schumer
210741,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
210747,?,V242120,POST: Office Recall: Senate Majority Leader Schumer
210759,do not know,V242120,POST: Office Recall: Senate Majority Leader Schumer
210765,No idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
210783,democratic senate leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
210789,house majorty leader in the senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
210806,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
210854,Don't know them.,V242120,POST: Office Recall: Senate Majority Leader Schumer
210860,House of Representatives,V242120,POST: Office Recall: Senate Majority Leader Schumer
210878,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
210896,Democrat- House of representatives,V242120,POST: Office Recall: Senate Majority Leader Schumer
210913,not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
210919,no clue,V242120,POST: Office Recall: Senate Majority Leader Schumer
210950,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
210992,democrat senate leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
211030,Michigan Governor,V242120,POST: Office Recall: Senate Majority Leader Schumer
211036,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
211048,not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
211054,Not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
211093,democrat,V242120,POST: Office Recall: Senate Majority Leader Schumer
211099,senate majority leader democrat,V242120,POST: Office Recall: Senate Majority Leader Schumer
211105,na,V242120,POST: Office Recall: Senate Majority Leader Schumer
211123,SK,V242120,POST: Office Recall: Senate Majority Leader Schumer
211128,minority leader for the democrats,V242120,POST: Office Recall: Senate Majority Leader Schumer
211134,us senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
211140,Senate Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
211152,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
211164,judge,V242120,POST: Office Recall: Senate Majority Leader Schumer
211176,dunno,V242120,POST: Office Recall: Senate Majority Leader Schumer
211187,I do not know.,V242120,POST: Office Recall: Senate Majority Leader Schumer
211193,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
211223,SK,V242120,POST: Office Recall: Senate Majority Leader Schumer
211235,senate minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
211241,Senator?,V242120,POST: Office Recall: Senate Majority Leader Schumer
211246,House rep.,V242120,POST: Office Recall: Senate Majority Leader Schumer
211258,I don't know and don't care. He is a joke and should never have held any kind of office.,V242120,POST: Office Recall: Senate Majority Leader Schumer
211270,can remember,V242120,POST: Office Recall: Senate Majority Leader Schumer
211282,Senate Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
211288,i don't remember,V242120,POST: Office Recall: Senate Majority Leader Schumer
211300,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
211306,Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
211336,Senate Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
211383,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
211389,democrat in house speaker,V242120,POST: Office Recall: Senate Majority Leader Schumer
211395,Governor,V242120,POST: Office Recall: Senate Majority Leader Schumer
211407,senate speaker,V242120,POST: Office Recall: Senate Majority Leader Schumer
211430,US senator from California.,V242120,POST: Office Recall: Senate Majority Leader Schumer
211450,do not know,V242120,POST: Office Recall: Senate Majority Leader Schumer
211474,congressman?,V242120,POST: Office Recall: Senate Majority Leader Schumer
211554,"I recognize the name, but I'm not sure",V242120,POST: Office Recall: Senate Majority Leader Schumer
211585,congress,V242120,POST: Office Recall: Senate Majority Leader Schumer
211621,senate democrat,V242120,POST: Office Recall: Senate Majority Leader Schumer
211626,A senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
211638,Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
211650,Not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
211656,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
211662,Dem Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
211703,Don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
211739,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
211745,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
211810,House of Representatives,V242120,POST: Office Recall: Senate Majority Leader Schumer
211828,senate minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
211834,Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
211840,Senior Senator from New York,V242120,POST: Office Recall: Senate Majority Leader Schumer
211852,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
211876,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
211887,SENATOR.,V242120,POST: Office Recall: Senate Majority Leader Schumer
211905,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
211911,Democratic speaker of the house,V242120,POST: Office Recall: Senate Majority Leader Schumer
211923,Senate Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
211929,Second in line as head of senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
211941,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
211947,leader of the house,V242120,POST: Office Recall: Senate Majority Leader Schumer
211958,I don't know but I know he wears his glasses on his nose.,V242120,POST: Office Recall: Senate Majority Leader Schumer
211982,Head of the Dem Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
211994,senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212006,"Senator, Majority Leader",V242120,POST: Office Recall: Senate Majority Leader Schumer
212018,majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212036,Congress,V242120,POST: Office Recall: Senate Majority Leader Schumer
212042,Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
212072,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212113,SK,V242120,POST: Office Recall: Senate Majority Leader Schumer
212125,Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
212149,not sure but heard of him before,V242120,POST: Office Recall: Senate Majority Leader Schumer
212167,democratic senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212191,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212202,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212214,Not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
212225,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212237,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
212271,Senate Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212289,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212294,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212300,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212318,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212359,It's definitely giving senatorâ€¦conservative senator. but I could be wrong.,V242120,POST: Office Recall: Senate Majority Leader Schumer
212370,no idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
212382,?,V242120,POST: Office Recall: Senate Majority Leader Schumer
212388,Chuck Schumer is a crook.,V242120,POST: Office Recall: Senate Majority Leader Schumer
212394,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212400,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
212405,Senate minority whip,V242120,POST: Office Recall: Senate Majority Leader Schumer
212411,don't know  this name,V242120,POST: Office Recall: Senate Majority Leader Schumer
212417,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212429,senate?,V242120,POST: Office Recall: Senate Majority Leader Schumer
212435,Senator majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212441,democrat senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212463,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212475,house minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212481,?,V242120,POST: Office Recall: Senate Majority Leader Schumer
212487,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212493,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212498,never heard of him,V242120,POST: Office Recall: Senate Majority Leader Schumer
212504,I know he is a senator.,V242120,POST: Office Recall: Senate Majority Leader Schumer
212510,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212534,Senate majority leader and Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212540,I do not know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212552,Senate Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212558,"Senator, Democrat",V242120,POST: Office Recall: Senate Majority Leader Schumer
212564,Head of Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
212570,Senate Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212587,California senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212599,representative,V242120,POST: Office Recall: Senate Majority Leader Schumer
212611,House Democrat,V242120,POST: Office Recall: Senate Majority Leader Schumer
212670,US Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212687,no idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
212699,no clue,V242120,POST: Office Recall: Senate Majority Leader Schumer
212711,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212729,no idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
212747,unsure,V242120,POST: Office Recall: Senate Majority Leader Schumer
212753,should be retired,V242120,POST: Office Recall: Senate Majority Leader Schumer
212783,unknown,V242120,POST: Office Recall: Senate Majority Leader Schumer
212823,us senate leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212842,SENATE MAJORITY LEADER,V242120,POST: Office Recall: Senate Majority Leader Schumer
212866,senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
212872,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
212884,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212902,Do not know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212932,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212950,Representative?,V242120,POST: Office Recall: Senate Majority Leader Schumer
212956,I do not know,V242120,POST: Office Recall: Senate Majority Leader Schumer
212968,Majority leader of the senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
212980,unknown,V242120,POST: Office Recall: Senate Majority Leader Schumer
212998,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213012,US Senator from NY,V242120,POST: Office Recall: Senate Majority Leader Schumer
213018,Head of Democrate in Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
213024,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213053,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213059,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213083,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
213094,retired,V242120,POST: Office Recall: Senate Majority Leader Schumer
213100,Don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
213124,Democrat Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
213130,Senate leader Democrat,V242120,POST: Office Recall: Senate Majority Leader Schumer
213135,I hear this nsame but can't recall the position,V242120,POST: Office Recall: Senate Majority Leader Schumer
213147,not sure.  higher up.asshloe,V242120,POST: Office Recall: Senate Majority Leader Schumer
213159,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
213182,lead senator for Democratic Party,V242120,POST: Office Recall: Senate Majority Leader Schumer
213201,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
213206,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
213212,senatorâ€¦new york,V242120,POST: Office Recall: Senate Majority Leader Schumer
213259,I think he's one of the higher people in the senate on the i think Republican side,V242120,POST: Office Recall: Senate Majority Leader Schumer
213294,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
213300,minority member leader of the senate or congress,V242120,POST: Office Recall: Senate Majority Leader Schumer
213345,not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
213387,No idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
213399,republican?,V242120,POST: Office Recall: Senate Majority Leader Schumer
213429,Not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
213435,"Some Congress head, democrat",V242120,POST: Office Recall: Senate Majority Leader Schumer
213447,SK,V242120,POST: Office Recall: Senate Majority Leader Schumer
213453,Democratic Senate Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213471,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213477,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213507,liberal,V242120,POST: Office Recall: Senate Majority Leader Schumer
213524,"Federal, senate or hose.",V242120,POST: Office Recall: Senate Majority Leader Schumer
213530,majority Democrat leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213536,house speaker,V242120,POST: Office Recall: Senate Majority Leader Schumer
213542,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213560,senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213572,head of the senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
213578,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
213595,senate majority,V242120,POST: Office Recall: Senate Majority Leader Schumer
213601,"not sure, but believe DFL party",V242120,POST: Office Recall: Senate Majority Leader Schumer
213607,school board.,V242120,POST: Office Recall: Senate Majority Leader Schumer
213631,no idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
213643,senator  minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213649,SENATE MAJORITY LEADER,V242120,POST: Office Recall: Senate Majority Leader Schumer
213655,??,V242120,POST: Office Recall: Senate Majority Leader Schumer
213660,Senate Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213666,US Senate Minority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213672,don't remeber,V242120,POST: Office Recall: Senate Majority Leader Schumer
213690,speaker of the house?,V242120,POST: Office Recall: Senate Majority Leader Schumer
213696,house leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213708,democratic senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213720,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213725,congress,V242120,POST: Office Recall: Senate Majority Leader Schumer
213731,He is in the Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
213743,Congress majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213749,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213755,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
213791,speaker of dem party,V242120,POST: Office Recall: Senate Majority Leader Schumer
213798,senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213822,not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
213828,no idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
213834,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
213845,not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
213869,na,V242120,POST: Office Recall: Senate Majority Leader Schumer
213875,i dont know,V242120,POST: Office Recall: Senate Majority Leader Schumer
213893,governer of wyoming,V242120,POST: Office Recall: Senate Majority Leader Schumer
213899,senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213916,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
213922,democrat,V242120,POST: Office Recall: Senate Majority Leader Schumer
213928,senate leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
213952,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
213974,not aware,V242120,POST: Office Recall: Senate Majority Leader Schumer
213997,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
214003,no clue,V242120,POST: Office Recall: Senate Majority Leader Schumer
214020,Senator (was majority leader),V242120,POST: Office Recall: Senate Majority Leader Schumer
214026,Head of the Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
214031,Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
214037,i dont know,V242120,POST: Office Recall: Senate Majority Leader Schumer
214054,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214063,senator from new york,V242120,POST: Office Recall: Senate Majority Leader Schumer
214069,I forgot,V242120,POST: Office Recall: Senate Majority Leader Schumer
214075,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214086,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214092,idk,V242120,POST: Office Recall: Senate Majority Leader Schumer
214098,senator??,V242120,POST: Office Recall: Senate Majority Leader Schumer
214128,no ide,V242120,POST: Office Recall: Senate Majority Leader Schumer
214134,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
214139,idk,V242120,POST: Office Recall: Senate Majority Leader Schumer
214145,Senate speaker,V242120,POST: Office Recall: Senate Majority Leader Schumer
214163,Senate Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
214175,no idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
214187,speaker of house,V242120,POST: Office Recall: Senate Majority Leader Schumer
214193,senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
214204,no idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
214216,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214228,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214234,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
214243,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214249,US Representative,V242120,POST: Office Recall: Senate Majority Leader Schumer
214255,no idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
214273,I'm not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
214296,??,V242120,POST: Office Recall: Senate Majority Leader Schumer
214319,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214337,"Sen from NY State, Pres of the Senate.",V242120,POST: Office Recall: Senate Majority Leader Schumer
214343,Democratic senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214355,Democratic Senator.,V242120,POST: Office Recall: Senate Majority Leader Schumer
214370,No clue,V242120,POST: Office Recall: Senate Majority Leader Schumer
214428,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214451,house majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
214486,senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
214505,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
214511,do not know,V242120,POST: Office Recall: Senate Majority Leader Schumer
214522,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214528,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214534,no idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
214582,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
214588,NULL,V242120,POST: Office Recall: Senate Majority Leader Schumer
214594,new york senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
214612,head of fbi,V242120,POST: Office Recall: Senate Majority Leader Schumer
214641,Not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
214647,Supreme Court Justice,V242120,POST: Office Recall: Senate Majority Leader Schumer
214664,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
214670,leader of senate democrats,V242120,POST: Office Recall: Senate Majority Leader Schumer
214688,name is very familiar but don't recall what office he holds,V242120,POST: Office Recall: Senate Majority Leader Schumer
214723,don't remember,V242120,POST: Office Recall: Senate Majority Leader Schumer
214729,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214740,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214746,idk,V242120,POST: Office Recall: Senate Majority Leader Schumer
214752,Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
214772,house minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
214778,something in congress,V242120,POST: Office Recall: Senate Majority Leader Schumer
214790,attorney general,V242120,POST: Office Recall: Senate Majority Leader Schumer
214796,"not sure, but name sounds familiar",V242120,POST: Office Recall: Senate Majority Leader Schumer
214832,congress democrat,V242120,POST: Office Recall: Senate Majority Leader Schumer
214843,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214855,Senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
214873,NY senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214897,Senate Minority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
214909,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
214915,senator minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
214920,majority leader of the senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
214932,house?,V242120,POST: Office Recall: Senate Majority Leader Schumer
214962,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
214968,top democrat in House of Representatives,V242120,POST: Office Recall: Senate Majority Leader Schumer
214986,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
215003,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
215015,Democrate Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
215033,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
215045,senator?,V242120,POST: Office Recall: Senate Majority Leader Schumer
215091,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
215114,senator of ny,V242120,POST: Office Recall: Senate Majority Leader Schumer
215120,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
215137,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
215155,senate (minority) leader now,V242120,POST: Office Recall: Senate Majority Leader Schumer
215185,Maj. Leader of Senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
215197,I don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
215214,head of congress,V242120,POST: Office Recall: Senate Majority Leader Schumer
215226,No idea,V242120,POST: Office Recall: Senate Majority Leader Schumer
215279,no clue,V242120,POST: Office Recall: Senate Majority Leader Schumer
215291,dem majority leade,V242120,POST: Office Recall: Senate Majority Leader Schumer
215301,Senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
215319,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
215325,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
215343,minority leader. needs to do a better job instead of getting steamrolled by the opposition,V242120,POST: Office Recall: Senate Majority Leader Schumer
215355,senate?,V242120,POST: Office Recall: Senate Majority Leader Schumer
215361,senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
215367,Leader of Dem Party,V242120,POST: Office Recall: Senate Majority Leader Schumer
215385,Senate Majority Leader until January 2025,V242120,POST: Office Recall: Senate Majority Leader Schumer
215391,Senator - democrat,V242120,POST: Office Recall: Senate Majority Leader Schumer
215415,congress,V242120,POST: Office Recall: Senate Majority Leader Schumer
215421,senate minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
215445,congressman,V242120,POST: Office Recall: Senate Majority Leader Schumer
215451,Speaker of the House,V242120,POST: Office Recall: Senate Majority Leader Schumer
215457,minority leader in senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
215487,cannot remember... congress,V242120,POST: Office Recall: Senate Majority Leader Schumer
215581,leader of the United States senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
215617,US Seante,V242120,POST: Office Recall: Senate Majority Leader Schumer
215629,I DO NOT KNOW.,V242120,POST: Office Recall: Senate Majority Leader Schumer
215658,senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
215815,OVR HEALTH AND HUMAN SERVICES OR ALGUCULTURE,V242120,POST: Office Recall: Senate Majority Leader Schumer
215985,senate majority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
216008,Don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
216020,senate minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
216091,something in congress,V242120,POST: Office Recall: Senate Majority Leader Schumer
216103,senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
216109,Senator form New York and the majority leader.,V242120,POST: Office Recall: Senate Majority Leader Schumer
216156,lÃ­der democrata,V242120,POST: Office Recall: Senate Majority Leader Schumer
216162,democrat leadership?,V242120,POST: Office Recall: Senate Majority Leader Schumer
216174,US Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
216216,speaker of the house,V242120,POST: Office Recall: Senate Majority Leader Schumer
216233,Democratic Senate Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
216251,house if representatives,V242120,POST: Office Recall: Senate Majority Leader Schumer
216257,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
216281,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
216318,dk,V242120,POST: Office Recall: Senate Majority Leader Schumer
216383,US senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
216395,speaker of the house,V242120,POST: Office Recall: Senate Majority Leader Schumer
216407,Speaker of the House,V242120,POST: Office Recall: Senate Majority Leader Schumer
216413,idk,V242120,POST: Office Recall: Senate Majority Leader Schumer
216419,speaker of the house?,V242120,POST: Office Recall: Senate Majority Leader Schumer
216442,Senator,V242120,POST: Office Recall: Senate Majority Leader Schumer
216448,minority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
216454,someone in the Democrat party,V242120,POST: Office Recall: Senate Majority Leader Schumer
216466,House of Representatives minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
216478,head of senate,V242120,POST: Office Recall: Senate Majority Leader Schumer
216484,congressman,V242120,POST: Office Recall: Senate Majority Leader Schumer
216510,senator for New York,V242120,POST: Office Recall: Senate Majority Leader Schumer
216522,senate minority leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
216528,NA,V242120,POST: Office Recall: Senate Majority Leader Schumer
216593,idk,V242120,POST: Office Recall: Senate Majority Leader Schumer
216652,Don't Know,V242120,POST: Office Recall: Senate Majority Leader Schumer
216687,I do not know,V242120,POST: Office Recall: Senate Majority Leader Schumer
216735,not sure,V242120,POST: Office Recall: Senate Majority Leader Schumer
216746,senate Majority Leader,V242120,POST: Office Recall: Senate Majority Leader Schumer
216752,senator from New York,V242120,POST: Office Recall: Senate Majority Leader Schumer
216804,senate majority whip,V242120,POST: Office Recall: Senate Majority Leader Schumer
216816,don't know,V242120,POST: Office Recall: Senate Majority Leader Schumer
216852,House of Representatives,V242120,POST: Office Recall: Senate Majority Leader Schumer
216874,Senate Democrat,V242120,POST: Office Recall: Senate Majority Leader Schumer
216880,speaker of House,V242120,POST: Office Recall: Senate Majority Leader Schumer
